INTERVENTION 1:	Intervention	0
Trastuzumab/Ixabepilone/Carboplatin	Intervention	1
During the induction phase, patients were treated with Ixabepilone (BMS-247550) 15mg/m2 intravenously (IV) followed by carboplatin (AUC=2 IV) on days 1, 8 and 15 of a 28-day cycle for a maximum of 6 cycles. Trastuzumab was administered weekly (4mg/kg loading dose then 2mg/kg IV) starting on day 1. Routine premedication included H1 blocker (diphenhydramine 50 mg orally (PO) or IV), H2 blocker (ranitidine 150 mg PO or 50 mg IV or another equivalent H2 blocker), and at least a 5-HT3 antagonist and dexamethasone.	Intervention	2
ixabepilone	CHEBI:63605	55-66
carboplatin	CHEBI:31355	119-130
day	UO:0000033	145-148
day	UO:0000033	170-173
day	UO:0000033	292-295
diphenhydramine	CHEBI:4636	342-357
ranitidine	CHEBI:8776	396-406
antagonist	CHEBI:48706	485-495
dexamethasone	CHEBI:41879	500-513
After completion of 24 weekly trastuzumab doses (induction therapy), trastuzumab were given at a dose of 6 mg/kg IV every 3 weeks (maintenance therapy) beginning one week after the 24th weekly dose. Trastuzumab were repeated every 21 days until disease progression or prohibitive toxicity.	Intervention	3
week	UO:0000034	23-27
week	UO:0000034	124-128
week	UO:0000034	166-170
week	UO:0000034	186-190
disease	DOID:4,OGMS:0000031	245-252
Inclusion Criteria:	Eligibility	0
Patients with histologically confirmed adenocarcinoma of the breast which is metastatic and is known to overexpress HER2/neu who have received no prior chemotherapy for metastatic breast cancer; prior hormonal therapy for metastatic disease is allowed; NOTE: for this protocol, HER2 overexpression will be defined as 3+ HER2 positivity as measured by immunohistochemistry using the HercepTest (DAKO) or HER2 gene amplification as measured by fluorescent in-situ hybridization (FISH, e.g. Vysis); representative diagnostic tissue must be submitted for central diagnostic review	Eligibility	1
adenocarcinoma	DOID:299	39-53
breast	UBERON:0000310	61-67
breast	UBERON:0000310	180-186
breast cancer	DOID:1612	180-193
disease	DOID:4,OGMS:0000031	233-240
immunohistochemistry	BAO:0000415	351-371
dako	BAO:0000889	394-398
gene	BAO:0000582	408-412
tissue	UBERON:0000479	522-528
central	HP:0030645	551-558
Patients must not be pregnant or breast feeding because of the teratogenic potential of these drugs; it is recommended that all females of childbearing potential have a blood test or urine study within 2 weeks prior to registration to rule out pregnancy; women of childbearing potential and sexually active males must be strongly advised to use an accepted and effective non-hormonal method of contraception	Eligibility	2
breast	UBERON:0000310	33-39
blood	UBERON:0000178	169-174
urine	UBERON:0001088	183-188
active	PATO:0002354	300-306
Patients must have at least one objective measurable disease parameter; baseline measurements and evaluations using RECIST criteria guidelines must be obtained within 4 weeks prior to registration to the study; NOTE: all areas of disease should be recorded and followed	Eligibility	3
disease	DOID:4,OGMS:0000031	53-60
disease	DOID:4,OGMS:0000031	230-237
Patients must have an ECOG performance status of 0 or 1	Eligibility	4
Patients must be disease free of prior malignancy for >= 5 years with the exception of curatively treated basal cell carcinoma or squamous cell carcinomas of the skin or carcinoma in situ of the cervix	Eligibility	5
disease	DOID:4,OGMS:0000031	17-24
basal cell carcinoma	HP:0002671,DOID:2513	106-126
carcinoma	HP:0030731,DOID:305	117-126
carcinoma	HP:0030731,DOID:305	144-153
carcinoma	HP:0030731,DOID:305	170-179
Patients must not have a history of untreated brain metastasis or brain metastasis currently undergoing radiation; patients with brain metastasis representing the sole site of disease are not eligible for this study; patients with previously treated brain metastasis who have responded to brain radiotherapy and/or surgery and continue in response are eligible provided the brain is not the only site of measurable disease	Eligibility	6
history	BFO:0000182	25-32
brain	UBERON:0000955	46-51
brain	UBERON:0000955	66-71
brain	UBERON:0000955	129-134
brain	UBERON:0000955	250-255
brain	UBERON:0000955	289-294
brain	UBERON:0000955	374-379
site	BFO:0000029	168-172
site	BFO:0000029	396-400
disease	DOID:4,OGMS:0000031	176-183
disease	DOID:4,OGMS:0000031	415-422
radiotherapy	OAE:0000235	295-307
surgery	OAE:0000067	315-322
Patients must not have peripheral neuropathy of any grade	Eligibility	7
peripheral neuropathy	HP:0009830,DOID:870	23-44
Patients must not have a history of prior severe (grade 3 or 4) hypersensitivity reaction to a drug formulated in polyoxyethylated castor oil (Cremophor EL)	Eligibility	8
history	BFO:0000182	25-32
severe	HP:0012828	42-48
hypersensitivity	GO:0002524,DOID:1205	64-80
drug	CHEBI:23888	95-99
castor oil	CHEBI:140618	131-141
Patients must have left ventricular ejection fraction by MUGA scan or echocardiogram that is at or above the lower institutional limits of normal obtained within 6 weeks prior to registration	Eligibility	9
left	HP:0012835	19-23
ejection fraction	CMO:0000180	36-53
Patients must not have a history of New York Heart Association class 3 or 4 heart failure	Eligibility	10
history	BFO:0000182	25-32
heart	UBERON:0000948	45-50
heart	UBERON:0000948	76-81
Serum creatinine =< 1.5 mg/dl	Eligibility	11
creatinine	CHEBI:16737	6-16
Granulocytes >= 1500/mm^3	Eligibility	12
Platelets >= 100,000/mm^3	Eligibility	13
SGOT(AST) and SGPT(ALT) =< 1.5 x upper limit of normal (unless liver is involved by tumor, in which case SGOT(AST) and SGPT(ALT) can be =< 2.0 x upper limit of normal)	Eligibility	14
x	LABO:0000148	31-32
x	LABO:0000148	143-144
liver	UBERON:0002107	63-68
Patients must have no history of prior therapy with trastuzumab (Herceptin), Ixabepilone (BMS-247550) or carboplatin for metastatic disease; patients who develop metastatic disease =< 6 months after completing adjuvant trastuzumab (Herceptin), paclitaxel, docetaxel, carboplatin, or Ixabepilone (BMS-247550) are considered to have had prior therapy for metastatic disease and are excluded from study participation	Eligibility	15
history	BFO:0000182	22-29
ixabepilone	CHEBI:63605	77-88
ixabepilone	CHEBI:63605	283-294
carboplatin	CHEBI:31355	105-116
carboplatin	CHEBI:31355	267-278
disease	DOID:4,OGMS:0000031	132-139
disease	DOID:4,OGMS:0000031	173-180
disease	DOID:4,OGMS:0000031	364-371
adjuvant	CHEBI:60809	210-218
paclitaxel	CHEBI:45863	244-254
excluded	HP:0040285	380-388
Patients must not have received a cumulative dose of doxorubicin of greater than 360 mg/m^2 or epirubicin of greater than 640 mg/m^2	Eligibility	16
doxorubicin	CHEBI:28748,BAO:0000639	53-64
Concurrent use of hormonal therapy is not permitted; concurrent radiation therapy is not permitted; hormonal therapy must have been discontinued >= 1 week prior to registration; radiation therapy must have been completed >= 2 weeks prior to registration	Eligibility	17
week	UO:0000034	150-154
week	UO:0000034	226-230
Patients may have had prior radiation therapy, but the previously irradiated tumors cannot be used to assess a clinical response; patients will not be eligible if they do not have other areas of measurable disease; an exception will be given for patients who have had tumor recurrence in an area that received adjuvant radiation treatments, such as the axilla or chest wall	Eligibility	18
disease	DOID:4,OGMS:0000031	206-213
area	PATO:0001323	186-190
area	PATO:0001323	291-295
adjuvant	CHEBI:60809	310-318
chest	UBERON:0001443	363-368
Outcome Measurement:	Results	0
Objective Response for HER2+ Patients (Best Objective Response a Patient Has Ever Experienced on Study)	Results	1
patient	HADO:0000008,OAE:0001817	29-36
patient	HADO:0000008,OAE:0001817	65-72
