INTERVENTION 1:	Intervention	0
Arm I	Intervention	1
See Detailed Description	Intervention	2
tipifarnib: Given orally	Intervention	3
tipifarnib	CHEBI:141969	0-10
paclitaxel: Given IV	Intervention	4
paclitaxel	CHEBI:45863	0-10
doxorubicin hydrochloride: Given IV	Intervention	5
doxorubicin hydrochloride	CHEBI:31522	0-25
cyclophosphamide: Given IV	Intervention	6
cyclophosphamide	CHEBI:4026	0-16
pegfilgrastim: Given SC	Intervention	7
conventional surgery: surgical procedures performed on patients	Intervention	8
surgery	OAE:0000067	13-20
axillary lymph node dissection: correlative study	Intervention	9
lymph	UBERON:0002391	9-14
Inclusion Criteria:	Eligibility	0
Histologically or cytologically confirmed adenocarcinoma of the breast; clinical stage IIB, IIIA, IIIB, or IIIC disease	Eligibility	1
adenocarcinoma	DOID:299	42-56
breast	UBERON:0000310	64-70
disease	DOID:4,OGMS:0000031	112-119
At least 1 week since prior tamoxifen or other selective estrogen receptor modulator for prevention or for other indications (e.g., osteoporosis or prior ductal carcinoma in situ)	Eligibility	2
week	UO:0000034	11-15
tamoxifen	CHEBI:41774	28-37
estrogen receptor modulator	CHEBI:50739	57-84
osteoporosis	HP:0000939,DOID:11476	132-144
ductal carcinoma in situ	HP:0030075,DOID:0060074	154-178
HER-2/neu-negative by immunohistochemistry or fluorescence in situ hybridization (FISH)	Eligibility	3
immunohistochemistry	BAO:0000415	22-42
Hormone receptor status:	Eligibility	4
hormone	CHEBI:24621	0-7
receptor	BAO:0000281	8-16
Estrogen and/or progesterone receptor-positive* [Note: *Patients enrolled on the phase I portion of the trial may have estrogen and progesterone receptor-negative disease]	Eligibility	5
estrogen	CHEBI:50114,BAO:0000760	0-8
estrogen	CHEBI:50114,BAO:0000760	119-127
progesterone	CHEBI:17026	16-28
progesterone	CHEBI:17026	132-144
disease	DOID:4,OGMS:0000031	163-170
Normal organ function including:	Eligibility	6
organ	UBERON:0000062	7-12
function	BAO:0003117,BFO:0000034	13-21
WBC >= 3,000/mm^3	Eligibility	7
Absolute neutrophil count >= 1,500/mm^3	Eligibility	8
Platelet count >= 100,000/mm^3	Eligibility	9
platelet count	CMO:0000029	0-14
Bilirubin normal	Eligibility	10
AST and ALT =< 2.5 times upper limit of normal	Eligibility	11
LVEF normal by echocardiogram or nuclear scan	Eligibility	12
Creatinine normal OR Creatinine clearance >= 60 mL/min	Eligibility	13
creatinine	CHEBI:16737	0-10
creatinine	CHEBI:16737	21-31
creatinine clearance	CMO:0000765	21-41
FEV1 >= 1 L* and DLCO >= 50%* [Note: *Only if baseline CT scan of chest shows parenchymal lung disease OR there is a history of chronic obstructive or other pulmonary disease]	Eligibility	14
ct	BAO:0002125	55-57
ct	BAO:0002125	142-144
chest	UBERON:0001443	66-71
lung disease	DOID:850	90-102
history	BFO:0000182	117-124
chronic	HP:0011010	128-135
disease	DOID:4,OGMS:0000031	95-102
disease	DOID:4,OGMS:0000031	167-174
No prior chemotherapy, radiotherapy, or definitive therapeutic surgery (e.g., mastectomy, lumpectomy, or axillary dissection) for this cancer but prior sentinel lymph node biopsy for this malignancy allowed	Eligibility	15
radiotherapy	OAE:0000235	23-35
surgery	OAE:0000067	63-70
cancer	DOID:162	135-141
lymph	UBERON:0002391	161-166
No prior adjuvant chemotherapy for a previous breast malignancy	Eligibility	16
adjuvant	CHEBI:60809	9-17
breast	UBERON:0000310	46-52
No concurrent combination antiretroviral therapy for HIV-positive patients	Eligibility	17
No other concurrent investigational agents	Eligibility	18
No other concurrent anticancer agents or therapies	Eligibility	19
ECOG performance status 0-1	Eligibility	20
Fertile patients must use effective contraception	Eligibility	21
Exclusion criteria:	Eligibility	22
No other invasive malignancy within the past 5 years except curatively treated basal cell or squamous cell skin cancer or carcinoma in situ of the cervix	Eligibility	23
skin cancer	DOID:4159	107-118
carcinoma	HP:0030731,DOID:305	122-131
No history of allergic reactions attributed to compounds of similar chemical or biological composition to tipifarnib or other study drugs (e.g., imidazoles or quinolones)	Eligibility	24
history	BFO:0000182	3-10
tipifarnib	CHEBI:141969	106-116
imidazoles	CHEBI:24780	145-155
