INTERVENTION 1:	Intervention	0
Bevacizumab	Intervention	1
Participants received bevacizumab 15 mg/kg iv on Day 1 of each 3 week cycle, or 10 mg/kg iv on Day 1 of each 2 week cycle (weekly equivalent dose of 5 mg/kg/week) along with Taxane-based chemotherapy as prescribed	Intervention	2
day	UO:0000033	49-52
day	UO:0000033	95-98
week	UO:0000034	65-69
week	UO:0000034	111-115
week	UO:0000034	123-127
week	UO:0000034	157-161
Inclusion Criteria:	Eligibility	0
patients, >=18 years of age;	Eligibility	1
age	PATO:0000011	24-27
HER-2 negative adenocarcinoma of the breast, with locally recurrent or metastatic disease; (HER-2 positive patients only if previously treated with Herceptin in the adjuvant setting;	Eligibility	2
adenocarcinoma	DOID:299	15-29
breast	UBERON:0000310	37-43
recurrent	HP:0031796	58-67
disease	DOID:4,OGMS:0000031	82-89
adjuvant	CHEBI:60809	165-173
candidates for chemotherapy.	Eligibility	3
Exclusion Criteria:	Eligibility	4
previous chemotherapy for metastatic or locally recurrent breast cancer;	Eligibility	5
recurrent	HP:0031796	48-57
breast cancer	DOID:1612	58-71
concomitant hormonal therapy for metastatic or locally recurrent disease;	Eligibility	6
recurrent	HP:0031796	55-64
disease	DOID:4,OGMS:0000031	65-72
concomitant Herceptin therapy for treatment of metastatic or locally recurrent HER-2 positive disease;	Eligibility	7
recurrent	HP:0031796	69-78
disease	DOID:4,OGMS:0000031	94-101
previous radiotherapy for treatment of metastatic disease;	Eligibility	8
radiotherapy	OAE:0000235	9-21
disease	DOID:4,OGMS:0000031	50-57
evidence of CNS metastases.	Eligibility	9
Outcome Measurement:	Results	0
Percentage of Participants With Adverse Events (AEs) and Serious AEs (SAEs) Related to Bevacizumab, Death, and AEs of Special Interest (AESIs)	Results	1
death	OAE:0000632	100-105
Adverse events (including laboratory abnormalities) were assessed by the investigator according to the National Cancer Institute - Common Toxicity Criteria (NCI-CTC) grading systems.	Results	2
cancer	DOID:162	112-118
Time frame: Day 1 of Cycles 1, 2, 3, 4, 5, and 6 up to 6 months after the last bevacizumab infusion	Results	3
time	PATO:0000165	0-4
day	UO:0000033	12-15
Results 1:	Results	4
Arm/Group Title: Bevacizumab	Results	5
Arm/Group Description: Participants received bevacizumab 15 mg/kg iv on Day 1 of each 3 week cycle, or 10 mg/kg iv on Day 1 of each 2 week cycle (weekly equivalent dose of 5 mg/kg/week) along with Taxane-based chemotherapy as prescribed	Results	6
day	UO:0000033	72-75
day	UO:0000033	118-121
week	UO:0000034	88-92
week	UO:0000034	134-138
week	UO:0000034	146-150
week	UO:0000034	180-184
Overall Number of Participants Analyzed: 2264	Results	7
Measure Type: Number	Results	8
Unit of Measure: percentage of participants  Any AE: 95.4	Results	9
CTC grade 3, 4 or 5 AE: 57.6	Results	10
Bevacizumab-related AE: 64.2	Results	11
Any Serious AE: 29.7	Results	12
Bevacizumab-related serious SAE: 7.6	Results	13
All deaths: 53.1	Results	14
AESIs: 71.8	Results	15
Adverse Events 1:	Adverse Events	0
Total: 672/2264 (29.68%)	Adverse Events	1
Febrile neutropenia * 117/2264 (5.17%)	Adverse Events	2
neutropenia	HP:0001875,DOID:1227	8-19
Neutropenia * 98/2264 (4.33%)	Adverse Events	3
neutropenia	HP:0001875,DOID:1227	0-11
Febrile bone marrow aplasia * 14/2264 (0.62%)	Adverse Events	4
bone marrow	UBERON:0002371	8-19
Anaemia * 8/2264 (0.35%)	Adverse Events	5
Leukopenia * 8/2264 (0.35%)	Adverse Events	6
leukopenia	HP:0001882,DOID:615	0-10
Thrombocytopenia * 6/2264 (0.27%)	Adverse Events	7
thrombocytopenia	HP:0001873,DOID:1588	0-16
Disseminated intravascular coagulation * 3/2264 (0.13%)	Adverse Events	8
disseminated intravascular coagulation	HP:0005521,DOID:11247	0-38
Agranulocytosis * 1/2264 (0.04%)	Adverse Events	9
agranulocytosis	HP:0012234,DOID:12987	0-15
Bone marrow failure * 1/2264 (0.04%)	Adverse Events	10
bone marrow	UBERON:0002371	0-11
