INTERVENTION 1:	Intervention	0
Treatment (Cisplatin and Brostallicin)	Intervention	1
cisplatin	CHEBI:27899	11-20
Patients receive 50 mg/m^2 cisplatin IV over 2 hours on day 1 and 10 mg/m^2 brostallicin IV over 10 minutes on day 2. Courses repeat every 21 days in the absence of disease progression or unacceptable toxicity.	Intervention	2
cisplatin	CHEBI:27899	27-36
day	UO:0000033	56-59
day	UO:0000033	111-114
day	UO:0000033	142-145
disease	DOID:4,OGMS:0000031	165-172
Inclusion Criteria	Eligibility	0
Histologically or cytologically confirmed adenocarcinoma of the breast with clinical evidence of metastatic disease	Eligibility	1
adenocarcinoma	DOID:299	42-56
breast	UBERON:0000310	64-70
disease	DOID:4,OGMS:0000031	108-115
Triple negative breast cancer defined as HER2-(according to current American Society of Clinical Oncology [ASCO] College of American Pathologists [CAP] guidelines), ER- (defined as =< 1% by IHC) and PgR- (defined as =< 1% by IHC)	Eligibility	2
breast cancer	DOID:1612	16-29
0 to 4 prior chemotherapy regimens in the metastatic setting	Eligibility	3
Measurable disease according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria	Eligibility	4
disease	DOID:4,OGMS:0000031	11-18
Negative pregnancy test done =< 7 days prior to registration, for women of childbearing potential only	Eligibility	5
Hemoglobin >= 10.0 g/dL	Eligibility	6
hemoglobin	CHEBI:35143	0-10
Absolute neutrophil count (ANC) >= 1500/mm^3	Eligibility	7
Platelet count >= 100,000/mL	Eligibility	8
platelet count	CMO:0000029	0-14
Total bilirubin =< 1.5 x upper limit of normal (ULN)	Eligibility	9
x	LABO:0000148	23-24
Serum creatinine =< 1.5 mg/dL	Eligibility	10
creatinine	CHEBI:16737	6-16
Serum glutamic oxaloacetic transaminase (SGOT) (aspartate aminotransferase [AST]) and serum glutamate pyruvate transaminase (SGPT) (alanine aminotransferase [ALT]) =< 3 x ULN or SGOT (AST) and SGPT (ALT) =< 5 x ULN if elevations are due to liver metastases	Eligibility	11
aspartate	CHEBI:29995	48-57
glutamate	CHEBI:14321,BAO:0000926	92-101
pyruvate	CHEBI:15361	102-110
alanine	CHEBI:16449	132-139
x	LABO:0000148	16-17
x	LABO:0000148	169-170
x	LABO:0000148	209-210
liver	UBERON:0002107	240-245
Alkaline phosphatase =< 2.5 x ULN or alkaline phosphatase =< 5 x ULN if elevations are due to liver metastases	Eligibility	12
phosphatase	GO:0016791,BAO:0000295	9-20
phosphatase	GO:0016791,BAO:0000295	46-57
x	LABO:0000148	28-29
x	LABO:0000148	63-64
liver	UBERON:0002107	94-99
Electrocardiogram (EKG) completed =< 15 days prior to registration	Eligibility	13
Eastern Cooperative Oncology Group (ECOG) performance status (PS) of 0, 1 or 2	Eligibility	14
group	CHEBI:24433	29-34
Life expectancy > 3 months	Eligibility	15
Has written informed consent	Eligibility	16
Willingness to return to NCCTG enrolling institution for treatment and follow-up	Eligibility	17
Patient willing to provide blood samples for research purposes	Eligibility	18
patient	HADO:0000008,OAE:0001817	0-7
blood	UBERON:0000178	27-32
Exclusion Criteria	Eligibility	19
HER2 positive (3+ by IHC or fluorescence in situ hybridization [FISH] amplified) breast cancer by ASCO/CAP guidelines	Eligibility	20
breast cancer	DOID:1612	81-94
Estrogen receptor (ER) and/or progesterone receptor (PR/PgR) positive breast cancer (defined as > 1% of either receptor by IHC)	Eligibility	21
estrogen	CHEBI:50114,BAO:0000760	0-8
receptor	BAO:0000281	9-17
receptor	BAO:0000281	43-51
receptor	BAO:0000281	111-119
progesterone	CHEBI:17026	30-42
breast cancer	DOID:1612	70-83
Any of the following	Eligibility	22
Pregnant women	Eligibility	23
Nursing women	Eligibility	24
Men or women of childbearing potential who are unwilling to employ adequate contraception (as determined by the treating physician) while on this study and for 30 days after end of treatment with the study drugs	Eligibility	25
Stage III or IV invasive non-breast malignancy in =< 5 years prior to registration	Eligibility	26
Pre-existing peripheral neuropathy of grade >= 2 (using the CTEP active version of the CTCAE)	Eligibility	27
peripheral neuropathy	HP:0009830,DOID:870	13-34
active	PATO:0002354	65-71
Major surgery =< 4 weeks prior to registration	Eligibility	28
surgery	OAE:0000067	6-13
Chemotherapy or immunologic therapy =< 3 weeks prior to registration	Eligibility	29
Radiotherapy =< 2 weeks prior to registration, except if to a non-target lesion only	Eligibility	30
radiotherapy	OAE:0000235	0-12
* NOTES:	Eligibility	31
Prior radiation to a target lesion is permitted only if there has been clear progression of the lesion since radiation was completed	Eligibility	32
target	BAO:0003064	21-27
