INTERVENTION 1:	Intervention	0
Arm A: Endocrine Therapy (ET)	Intervention	1
Endocrine treatment consisting of either letrozole or fulvestrant. Patients will be randomized to receive bevacizumab 15mg/kg every 3 weeks plus endocrine treatment or endocrine treatment as a single agent. The patients will receive the assigned treatment until the progression of the disease, unacceptable toxicity or withdrawal of the consent.	Intervention	2
letrozole	CHEBI:6413	41-50
fulvestrant	CHEBI:31638	54-65
disease	DOID:4,OGMS:0000031	285-292
Letrozole	Intervention	3
letrozole	CHEBI:6413	0-9
Fulvestrant	Intervention	4
fulvestrant	CHEBI:31638	0-11
INTERVENTION 2:	Intervention	5
Arm B: ET With Bevacizumab (ET-B)	Intervention	6
Endocrine treatment consisting of either letrozole or fulvestrant. Patients will be randomized to receive bevacizumab 15mg/kg i.v. on day 1 every 3 weeks plus endocrine treatment or endocrine treatment as a single agent. The patients will receive the assigned treatment until the progression of the disease, unacceptable toxicity or withdrawal of the consent.	Intervention	7
letrozole	CHEBI:6413	41-50
fulvestrant	CHEBI:31638	54-65
day	UO:0000033	134-137
disease	DOID:4,OGMS:0000031	299-306
Letrozole	Intervention	8
letrozole	CHEBI:6413	0-9
Bevacizumab	Intervention	9
Fulvestrant	Intervention	10
fulvestrant	CHEBI:31638	0-11
Inclusion Criteria:	Eligibility	0
Before starting the specific protocol procedures, the written informed consent must be obtained and documented.	Eligibility	1
Women  18 years.	Eligibility	2
Capacity to comply with all the protocol requirements.	Eligibility	3
Functional Eastern Cooperative Oncology Group (ECOG) status of 0 or 1.	Eligibility	4
functional	BAO:0000010	0-10
group	CHEBI:24433	40-45
Life expectancy  24 weeks.	Eligibility	5
Histologically confirmed breast adenocarcinoma, with measurable or non-measurable, locally advanced or metastatic (stage IV) disease. In the event that the patient only has locally advanced disease, she will not be able to undergo curative local treatment. Patients with metastasis confined to the bone can be chosen, but the disease must be confirmed by radiology, CT scan or Nuclear magnetic resonance (NMR) if there is any doubt after a single bone scan.	Eligibility	6
breast adenocarcinoma	DOID:3458	25-46
disease	DOID:4,OGMS:0000031	125-132
disease	DOID:4,OGMS:0000031	190-197
disease	DOID:4,OGMS:0000031	326-333
patient	HADO:0000008,OAE:0001817	156-163
patient	HADO:0000008,OAE:0001817	257-264
ct	BAO:0002125	366-368
nuclear magnetic resonance	BAO:0000160	377-403
Patients with HER2-negative disease evaluated by Immunohistochemistry (IHC) and Fluorescence in situ hybridization (FISH)/Chromogenic in situ hybridisation (CISH) (IHC 0 or 1+, or 2+ and negative FISH). Patients with 3+ by IHC cannot be chosen regardless of the FISH/CISH status and those with positive FISH/CISH (> 2 amplifications) cannot be chosen either, regardless of the IHC findings.	Eligibility	7
disease	DOID:4,OGMS:0000031	28-35
immunohistochemistry	BAO:0000415	49-69
Positive hormone receptors (estrogen receptor [ER] and/or progesterone receptor [PgR]) evaluated by a local or central laboratory, according to the criteria of the participating institution.	Eligibility	8
hormone	CHEBI:24621	9-16
estrogen	CHEBI:50114,BAO:0000760	28-36
receptor	BAO:0000281	17-25
receptor	BAO:0000281	37-45
receptor	BAO:0000281	71-79
progesterone	CHEBI:17026	58-70
central	HP:0030645	111-118
Patients who are candidates for receiving first-line treatment with letrozole.	Eligibility	9
letrozole	CHEBI:6413	68-77
Patients may have received (neo)adjuvant chemotherapy, provided that the last dose of the latter was received at least 12 months before randomization. Patients must be recovered from toxicity.	Eligibility	10
adjuvant	CHEBI:60809	32-40
The patients are allowed to have received adjuvant radiotherapy, provided that it was completed at least 6 weeks before randomization and the patient has recovered from the reversible acute effects of the radiation. The previous administration of radiotherapy to palliate the pain of bone metastases is authorized, provided that:	Eligibility	11
adjuvant	CHEBI:60809	42-50
radiotherapy	OAE:0000235	51-63
radiotherapy	OAE:0000235	247-259
patient	HADO:0000008,OAE:0001817	4-11
patient	HADO:0000008,OAE:0001817	142-149
acute	HP:0011009,PATO:0000389	184-189
pain	HP:0012531	276-280
Not more than 30% of bone marrow has been irradiated.	Eligibility	12
bone marrow	UBERON:0002371	21-32
The patient has recovered from the reversible acute effects of the radiation.	Eligibility	13
patient	HADO:0000008,OAE:0001817	4-11
acute	HP:0011009,PATO:0000389	46-51
The patient has at least one metastatic location which has not been irradiated and which may be evaluated for progression, or a clear progression of the bone disease has been objectified after the end of the palliative radiotherapy.	Eligibility	14
patient	HADO:0000008,OAE:0001817	4-11
bone disease	DOID:0080001	153-165
radiotherapy	OAE:0000235	219-231
The patients may have received any kind of previous (neo)adjuvant hormone therapy provided that they are considered to be candidates for first-line hormonotherapy with either letrozole or fulvestrant.	Eligibility	15
adjuvant	CHEBI:60809	57-65
hormone	CHEBI:24621	66-73
letrozole	CHEBI:6413	175-184
fulvestrant	CHEBI:31638	188-199
The treatment with bisphosphonates is allowed and recommended for patients with bone metastases. Whenever it is possible, the treatment should be started before or within the 4 weeks of starting the study therapy. The patients starting treatment with bisphosphonates must be carefully evaluated so that they do not mask the progression of the disease.	Eligibility	16
disease	DOID:4,OGMS:0000031	343-350
In the patients with heart failure risk (e.g. previously treated with > 360mg/m2 of doxorubicin or equivalent doses of other anthracyclines), the Left Ventricular Ejection Fraction (LVEF) must be determined by means of an echocardiogram or radionuclide ventriculography (MUGA), and it must t be > the lower limit of normal.	Eligibility	17
heart	UBERON:0000948	21-26
doxorubicin	CHEBI:28748,BAO:0000639	84-95
left	HP:0012835	146-150
ejection fraction	CMO:0000180	163-180
t	CHEBI:36371,BAO:0001260	3-4
t	CHEBI:36371,BAO:0001260	9-10
t	CHEBI:36371,BAO:0001260	13-14
t	CHEBI:36371,BAO:0001260	18-19
