INTERVENTION 1:	Intervention	0
Trastuzumab Emtansine	Intervention	1
Trastuzumab emtansine 3.6 mg/kg was administered intravenously on Day 1 of each 3-week treatment cycle up to a maximum of 17 cycles.	Intervention	2
day	UO:0000033	66-69
Inclusion Criteria:	Eligibility	0
Adult patients  18 years of age.	Eligibility	1
adult	EFO:0001272	0-5
age	PATO:0000011	28-31
Locally advanced, inflammatory, or early stage, unilateral, and histologically confirmed invasive breast cancer documented at a local laboratory (patients with inflammatory breast cancer must be able to have a core needle biopsy).	Eligibility	2
unilateral	HP:0012833	48-58
breast cancer	DOID:1612	98-111
breast cancer	DOID:1612	173-186
Herceptin (HER)2-positive tumor, confirmed by central testing using immunohistochemistry (IHC) and in situ hybridization (ISH) methods.	Eligibility	3
central	HP:0030645	46-53
immunohistochemistry	BAO:0000415	68-88
Willingness to receive anthracycline-based chemotherapy or have received doxorubicin/cyclophosphamide (AC) OR 5-fluorouracil (FU)/epirubicin/ cyclophosphamide (FEC) in a similar dose and schedule as described in the protocol as part of neoadjuvant or adjuvant treatment.	Eligibility	4
5-fluorouracil	CHEBI:46345	110-124
cyclophosphamide	CHEBI:4026	85-101
cyclophosphamide	CHEBI:4026	142-158
part of	BAO:0090002,BFO:0000050	228-235
adjuvant	CHEBI:60809	239-247
adjuvant	CHEBI:60809	251-259
For women of childbearing potential and men with partners of childbearing potential, agreement to use a highly effective, non-hormonal form of contraception or 2 effective forms of non-hormonal contraception by the patient and/or partner. Contraception use must continue for the duration of study treatment and for at least 6 months after the last dose of study treatment. Male patients should use condoms for the duration of the study. Specific country requirements will be followed.	Eligibility	5
patient	HADO:0000008,OAE:0001817	215-222
patient	HADO:0000008,OAE:0001817	378-385
duration	PATO:0001309	279-287
duration	PATO:0001309	414-422
male	CHEBI:30780,PATO:0000384	373-377
Negative results of serum pregnancy test for premenopausal women of reproductive capacity and for women < 12 months after menopause.	Eligibility	6
menopause	GO:0042697	122-131
Patients may enroll before or after AC/FEC chemotherapy has completed.	Eligibility	7
Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.	Eligibility	8
group	CHEBI:24433	29-34
Adequate hematologic, biochemistry, and cardiac assessments.	Eligibility	9
Exclusion Criteria:	Eligibility	10
Stage IV breast cancer or bilateral breast cancer.	Eligibility	11
breast cancer	DOID:1612	9-22
breast cancer	DOID:1612	36-49
bilateral breast cancer	DOID:6741	26-49
Pregnant or breastfeeding women.	Eligibility	12
