INTERVENTION 1:	Intervention	0
BKM120 and Paclitaxel	Intervention	1
bkm120	CHEBI:71954	0-6
paclitaxel	CHEBI:45863	11-21
Adult females with histologically confirmed, inoperable, locally advanced or metastatic HER2- BC who received study drug plus paclitaxel	Intervention	2
adult	EFO:0001272	0-5
drug	CHEBI:23888	116-120
paclitaxel	CHEBI:45863	126-136
INTERVENTION 2:	Intervention	3
Placebo and Paclitaxel	Intervention	4
paclitaxel	CHEBI:45863	12-22
Adult females with histologically confirmed, inoperable, locally advanced or metastatic HER2- BC who received placebo plus paclitaxel	Intervention	5
adult	EFO:0001272	0-5
paclitaxel	CHEBI:45863	123-133
Inclusion Criteria:	Eligibility	0
Breast cancer that is locally advanced or metastatic	Eligibility	1
breast cancer	DOID:1612	0-13
HER2 negative disease, and a known hormone receptor status - ER/PgR (common breast cancer classification tests)	Eligibility	2
disease	DOID:4,OGMS:0000031	14-21
hormone	CHEBI:24621	35-42
receptor	BAO:0000281	43-51
breast cancer	DOID:1612	76-89
A tumor sample must be shipped to a central lab for identification of biomarkers (PI3K activation status) before randomization	Eligibility	3
central	HP:0030645	36-43
activation	BAO:0000087	87-97
Adequate bone marrow and organ function	Eligibility	4
bone marrow	UBERON:0002371	9-20
organ	UBERON:0000062	25-30
function	BAO:0003117,BFO:0000034	31-39
Measurable or non-measurable disease	Eligibility	5
disease	DOID:4,OGMS:0000031	29-36
Exclusion Criteria:	Eligibility	6
Prior chemotherapy for locally advanced or metastatic disease	Eligibility	7
disease	DOID:4,OGMS:0000031	54-61
Previous treatment with PI3K or AKT inhibitors	Eligibility	8
Patient has symptomatic CNS metastases	Eligibility	9
patient	HADO:0000008,OAE:0001817	0-7
Concurrent malignancy or malignancy within 3 years of study enrollment	Eligibility	10
Hematopoietic colony-stimulating growth factors or radiation within 2-4 weeks prior to starting study drug	Eligibility	11
growth	GO:0040007	33-39
drug	CHEBI:23888	102-106
Increasing or chronic treatment (> 5 days) with corticosteroids or another immunosuppressive agent	Eligibility	12
chronic	HP:0011010	14-21
immunosuppressive agent	CHEBI:35705	75-98
Active heart (cardiac) disease as defined in the protocol	Eligibility	13
active	PATO:0002354	0-6
heart	UBERON:0000948	7-12
disease	DOID:4,OGMS:0000031	23-30
Known hypersensitivity or contraindications to use paclitaxel	Eligibility	14
hypersensitivity	GO:0002524,DOID:1205	6-22
paclitaxel	CHEBI:45863	51-61
Pregnant or nursing (lactating) woman	Eligibility	15
Certain scores on an anxiety and depression mood questionaire given at screening	Eligibility	16
anxiety	HP:0000739,DOID:2030	21-28
depression	HP:0000716	33-43
Other protocol defined criteria may apply	Eligibility	17
Outcome Measurement:	Results	0
Progression-free Survival (PFS)Assessed by Local Investigator's Assessment (Phase ll)	Results	1
PFS was defined as the time from the date of randomization to the date of the event, defined as the first radiologically documented disease progression or death due to any cause. Progression was defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1), as a 20% increase in the sum of the longest diameter of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions.	Results	2
time	PATO:0000165	23-27
disease	DOID:4,OGMS:0000031	132-139
death	OAE:0000632	155-160
increase	BAO:0001251	287-295
increase	BAO:0001251	366-374
diameter	PATO:0001334	322-330
target	BAO:0003064	334-340
target	BAO:0003064	384-390
Time frame: Every 8 weeks from randomization until disease progression up to 10 months after futility was analyzed	Results	3
time	PATO:0000165	0-4
disease	DOID:4,OGMS:0000031	51-58
Results 1:	Results	4
Arm/Group Title: BKM120 and Paclitaxel	Results	5
bkm120	CHEBI:71954	17-23
paclitaxel	CHEBI:45863	28-38
Arm/Group Description: Adult females with histologically confirmed, inoperable, locally advanced or metastatic HER2- BC who received study drug plus paclitaxel	Results	6
adult	EFO:0001272	23-28
drug	CHEBI:23888	139-143
paclitaxel	CHEBI:45863	149-159
Overall Number of Participants Analyzed: 168	Results	7
Median (95% Confidence Interval)	Results	8
median	BAO:0002174	0-6
Unit of Measure: Months  8.0        (7.2 to 9.2)	Results	9
Results 2:	Results	10
Arm/Group Title: Placebo and Paclitaxel	Results	11
paclitaxel	CHEBI:45863	29-39
Arm/Group Description: Adult females with histologically confirmed, inoperable, locally advanced or metastatic HER2- BC who received placebo plus paclitaxel	Results	12
adult	EFO:0001272	23-28
paclitaxel	CHEBI:45863	146-156
Overall Number of Participants Analyzed: 170	Results	13
Median (95% Confidence Interval)	Results	14
median	BAO:0002174	0-6
Unit of Measure: Months  9.2        (7.3 to 11.0)	Results	15
Adverse Events 1:	Adverse Events	0
Total: 61/202 (30.20%)	Adverse Events	1
