INTERVENTION 1:	Intervention	0
Advanced Breast Cancer	Intervention	1
breast cancer	DOID:1612	9-22
Patients With HER-2 Negative Advanced Breast Cancer With Chest Wall Metastasis; Dosing regimen: apatinib tablets: 500 mg, Po, QD; 4 weeks as a cycle, continuous treatment until disease progression, death or intolerable toxicity (giving endocrine therapy simultaneously if hormone receptor positive)	Intervention	2
breast cancer	DOID:1612	38-51
chest	UBERON:0001443	57-62
disease	DOID:4,OGMS:0000031	177-184
death	OAE:0000632	198-203
hormone	CHEBI:24621	272-279
receptor	BAO:0000281	280-288
Apatinib: Dosing regimen: apatinib tablets: 500 mg, Po, QD; 4 weeks as a cycle, continuous treatment until disease progression, death or intolerable toxicity (giving endocrine therapy simultaneously if hormone receptor positive)	Intervention	3
disease	DOID:4,OGMS:0000031	107-114
death	OAE:0000632	128-133
hormone	CHEBI:24621	202-209
receptor	BAO:0000281	210-218
Inclusion Criteria:	Eligibility	0
HER-2 negative advanced breast cancer with chest wall metastasis confirmed by histology or cytological examination (patients who have received anthracyclines and/or paclitaxel in adjuvant chemotherapy).	Eligibility	1
breast cancer	DOID:1612	24-37
chest	UBERON:0001443	43-48
histology	NCIT:C16681	78-87
paclitaxel	CHEBI:45863	165-175
adjuvant	CHEBI:60809	179-187
Patients with recurrence or metastasis who have received no more than two lines of chemotherapy.	Eligibility	2
If hormone receptor is positive, endocrine therapy must have been performed for the patients with recurrence or metastasis, or the recurrence or metastasis occurred in less than two years of endocrine therapy.	Eligibility	3
hormone	CHEBI:24621	3-10
receptor	BAO:0000281	11-19
18 years old.	Eligibility	4
Eastern Cooperative Oncology Group (ECOG) performance status of 0-1.	Eligibility	5
group	CHEBI:24433	29-34
A life expectancy of more than 3 months.	Eligibility	6
At least one measurable site of disease confirmed by CT or MRI according to Response Evaluation Criteria In Solid Tumors (RECIST) 1.1 criteria was required.	Eligibility	7
site	BFO:0000029	24-28
disease	DOID:4,OGMS:0000031	32-39
ct	BAO:0002125	53-55
If the target lesions are lymph nodes, the short diameter is required to be less than 1.5cm and the target lesions are not suitable for surgical treatment; target lesions have not been in radiotherapy or recurred in the radiation field.	Eligibility	8
target	BAO:0003064	7-13
target	BAO:0003064	100-106
target	BAO:0003064	156-162
lymph	UBERON:0002391	26-31
diameter	PATO:0001334	49-57
radiotherapy	OAE:0000235	188-200
Baseline blood routine examination in accordance with the following criteria: neutrophil counts more than 1.5*109/L; platelet counts greater than 100*109/L; hemoglobin greater than 9 g/dL (blood transfusion is allowed to achieve or maintain the index)	Eligibility	9
blood	UBERON:0000178	9-14
blood	UBERON:0000178	189-194
hemoglobin	CHEBI:35143	157-167
Liver function in accordance with the following criteria: total bilirubin less than 1.5 times the upper limit of normal value; aspartate aminotransferase (AST), alanine aminotransferase (ALT) less than 2.5 times the upper limit of normal value, less than 5 times the upper limit of normal value in patients with liver metastases.	Eligibility	10
liver	UBERON:0002107	0-5
liver	UBERON:0002107	312-317
function	BAO:0003117,BFO:0000034	6-14
aspartate	CHEBI:29995	127-136
alanine	CHEBI:16449	161-168
Renal function in accordance with the following criteria: serum creatinine less than 1.25 times the upper limit of normal value, or the creatinine clearance rate calculated greater than 50 mL/min;	Eligibility	11
function	BAO:0003117,BFO:0000034	6-14
creatinine	CHEBI:16737	64-74
creatinine	CHEBI:16737	136-146
creatinine clearance	CMO:0000765	136-156
rate	BAO:0080019	157-161
Women with fertility are willing to take contraceptive measures in the trial: when seven days before the drug delivery of serum or urine pregnancy test negative.	Eligibility	12
drug	CHEBI:23888	105-109
urine	UBERON:0001088	131-136
Exclusion Criteria:	Eligibility	13
receiving radiation therapy 28 days before enrolled. Radiotherapy before enrollment to relieve the metastatic bone pain is allowed, but medullary bone radiated should not exceed 30% of the total amount;	Eligibility	14
radiotherapy	OAE:0000235	53-65
bone pain	HP:0002653	110-119
symptomatic central nervous system metastases;	Eligibility	15
central nervous system	UBERON:0001017	12-34
current or recent (30 days before enrollment) use of another study drug or being involved in another clinical study;	Eligibility	16
drug	CHEBI:23888	67-71
Other malignant tumors that have occurred within 5 years (except for the cured or well-controlled cervical carcinoma in situ, skin squamous cell carcinoma, or skin basal cell carcinoma);	Eligibility	17
