INTERVENTION 1:	Intervention	0
ABI-007 Subset	Intervention	1
260 mg/m2 ABI-007 (Abraxane) plus Bevacizumab for 4 cycles (weeks 9-16); Bevacizumab (weeks 17-46). Weeks 1-8 are excluded from this subset.	Intervention	2
excluded	HP:0040285	114-122
INTERVENTION 2:	Intervention	3
AC --> ABI-007	Intervention	4
Adriamycin and Cytoxan plus Bevacizumab for four cycles (weeks 1-8); 260 mg/m2 ABI-007 (Abraxane) plus Bevacizumab for 4 cycles (weeks 9-16); Bevacizumab (weeks 17-46).	Intervention	5
Inclusion Criteria:	Eligibility	0
A patient was eligible for inclusion in this study only if all of the following criteria were met:	Eligibility	1
patient	HADO:0000008,OAE:0001817	2-9
Female, age greater than or equal to 18 to less than or equal to 70 years old.	Eligibility	2
female	PATO:0000383	0-6
age	PATO:0000011	8-11
Estrogen receptor (ER) and progesterone receptor (PR) status have been determined.	Eligibility	3
estrogen	CHEBI:50114,BAO:0000760	0-8
receptor	BAO:0000281	9-17
receptor	BAO:0000281	40-48
progesterone	CHEBI:17026	27-39
Operable, histologically confirmed adenocarcinoma of the breast	Eligibility	4
adenocarcinoma	DOID:299	35-49
breast	UBERON:0000310	57-63
Must have met 1 of the following criteria:	Eligibility	5
T1-3, N1-3, M0, regardless of ER or PR status.	Eligibility	6
T > 2 cm, N0, M0 (T2-3N0M0), regardless of ER or PR status.	Eligibility	7
t	CHEBI:36371,BAO:0001260	0-1
t	CHEBI:36371,BAO:0001260	18-19
t	CHEBI:36371,BAO:0001260	53-54
t	CHEBI:36371,BAO:0001260	55-56
T > 1 cm, N0, M0 (T1cN0M0) and both ER and PR negative	Eligibility	8
t	CHEBI:36371,BAO:0001260	0-1
t	CHEBI:36371,BAO:0001260	18-19
t	CHEBI:36371,BAO:0001260	33-34
t	CHEBI:36371,BAO:0001260	50-51
T > 1 cm, N0, M0, ER or PR positive and grade 3	Eligibility	9
t	CHEBI:36371,BAO:0001260	0-1
t	CHEBI:36371,BAO:0001260	31-32
Patients with one sentinel lymph node metastasis 0.2-2 mm in size were not required to undergo completion axillary dissection unless only 1 sentinel lymph node was examined. This completion axillary dissection was optional if 1 out of 2 or more sentinel lymph nodes was positive for a micrometastasis. Therefore if 1 of 1 sentinel lymph node was positive for micrometastasis(0.2-2 mm), then a completion axillary dissection was required.	Eligibility	10
lymph	UBERON:0002391	27-32
lymph	UBERON:0002391	149-154
lymph	UBERON:0002391	254-259
lymph	UBERON:0002391	331-336
size	PATO:0000117	61-65
Patients with more than one sentinel node micrometastasis or 1 node with a micrometastasis > 2 mm and/or T3 disease must have undergone completion, standard axillary dissection. -Note: the following were not eligible-	Eligibility	11
disease	DOID:4,OGMS:0000031	108-115
T1b,c,N0M0 and ER or PR positive and grade 1 or 2 Tx tumors (regardless of nodal status) T4 disease [i.e., patients with fixed tumors, peau d'orange skin changes, skin ulcerations, or inflammatory changes	Eligibility	12
disease	DOID:4,OGMS:0000031	92-99
peau d'orange	HP:0025533	135-148
Note: Sentinel lymph node micrometastasis < 0.2 mm in considered N0 disease	Eligibility	13
lymph	UBERON:0002391	15-20
disease	DOID:4,OGMS:0000031	68-75
Negative surgical margins on lumpectomy or mastectomy specimen (no ink on invasive cancer and no ink on ductal carcinoma in situ [DCIS]).	Eligibility	14
cancer	DOID:162	83-89
ductal carcinoma in situ	HP:0030075,DOID:0060074	104-128
Eastern Cooperative Oncology Group (ECOG) performance status 0-1	Eligibility	15
group	CHEBI:24433	29-34
Normal electrocardiogram (ECG, as assessed by the investigator).	Eligibility	16
No pre-existing peripheral neuropathy.	Eligibility	17
peripheral neuropathy	HP:0009830,DOID:870	16-37
It had not been longer than 84 days since the date of definitive surgery (eg, mastectomy or in the case of a breast-sparing procedure, axillary dissection).	Eligibility	18
surgery	OAE:0000067	65-72
Laboratory values were to be as follows:	Eligibility	19
White blood cell count: > or equal to 3,000/mm^3	Eligibility	20
white blood cell count	CMO:0000027	0-22
Absolute neutrophil count:> or equal to 1,500/mm^3	Eligibility	21
Platelets:> or equal to 100,000/mm^3	Eligibility	22
Hemoglobin: > or equal to 8g/dL	Eligibility	23
hemoglobin	CHEBI:35143	0-10
Bilirubin:< or equal to the institution's ULN	Eligibility	24
Creatinine: < or equal to 1.7 mg/dL	Eligibility	25
creatinine	CHEBI:16737	0-10
Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) and alkaline phosphatase could be up to 2.5 times the institutional ULN.	Eligibility	26
aspartate	CHEBI:29995	0-9
alanine	CHEBI:16449	37-44
phosphatase	GO:0016791,BAO:0000295	81-92
All staging studies including physical exam, chest x-ray, and bone scan had to show no evidence of metastatic disease, including suspicious lymphadenopathy or skin nodules on physical exam. A chest x-ray and bone scan were mandatory; however, all other staging studies were at the treating physician's discretion. Any other staging test (eg, Computed Tomography [CT] scans, magnetic resonance imaging [MRI] studies, ultrasound of abdomen, Positron Emission Tomography [PET] scans must have been negative for metastatic disease. An abdominal CT scan or PET scan was mandatory for patients with liver function tests elevated above the upper limit of normal (ULN) to rule out metastatic disease. If the patient had a staging PET scan then a bone scan was not necessary, but a chest x-ray was required.	Eligibility	27
chest	UBERON:0001443	45-50
chest	UBERON:0001443	192-197
chest	UBERON:0001443	773-778
disease	DOID:4,OGMS:0000031	110-117
disease	DOID:4,OGMS:0000031	519-526
disease	DOID:4,OGMS:0000031	684-691
lymphadenopathy	HP:0002716	140-155
tomography	BAO:0002525	351-361
tomography	BAO:0002525	457-467
ct	BAO:0002125	363-365
ct	BAO:0002125	541-543
ct	BAO:0002125	602-604
abdomen	UBERON:0000916	430-437
positron	CHEBI:30225	439-447
liver	UBERON:0002107	593-598
function	BAO:0003117,BFO:0000034	599-607
patient	HADO:0000008,OAE:0001817	579-586
patient	HADO:0000008,OAE:0001817	700-707
Patient had a negative serum pregnancy test < or equal to 14 days of the first dose of study drug (patients of childbearing potential).	Eligibility	28
patient	HADO:0000008,OAE:0001817	0-7
patient	HADO:0000008,OAE:0001817	99-106
drug	CHEBI:23888	93-97
If fertile, patient had agreed to us an acceptable method of birth control to avoid pregnancy [Note: oral contraceptives were not allowed] for the duration of chemotherapy and hormonal therapy and for 6 months thereafter.	Eligibility	29
patient	HADO:0000008,OAE:0001817	12-19
duration	PATO:0001309	147-155
