INTERVENTION 1:	Intervention	0
Neratinib 40 mg	Intervention	1
neratinib	CHEBI:61397	0-9
Neratinb 40 mg qd	Intervention	2
INTERVENTION 2:	Intervention	3
Neratinib 80 mg	Intervention	4
neratinib	CHEBI:61397	0-9
Neratinib 80 mg qd	Intervention	5
neratinib	CHEBI:61397	0-9
Inclusion Criteria:	Eligibility	0
Her2/neu or Her1/EGFR positive cancer	Eligibility	1
cancer	DOID:162	31-37
Eastern Cooperative Oncology Group (ECOG) performance status of 0 to 2	Eligibility	2
group	CHEBI:24433	29-34
Measurable disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST)	Eligibility	3
disease	DOID:4,OGMS:0000031	11-18
Exclusion Criteria:	Eligibility	4
Prior treatment with anthracyclines with a cumulative dose of doxorubicin or equivalent of greater than 300 mg/m^2	Eligibility	5
doxorubicin	CHEBI:28748,BAO:0000639	62-73
Patients with significant cardiac risk factors	Eligibility	6
Active central nervous system metastasis	Eligibility	7
active	PATO:0002354	0-6
central nervous system	UBERON:0001017	7-29
Outcome Measurement:	Results	0
Dose Limiting Toxicity (DLT)	Results	1
DLT is defined as any neratinib-related nonhematologic grade 3 or any grade 4 adverse event (AE) according to the National Cancer Institute (NCI) common terminology criteria (CTC) for AEs version 3.0. DLTs were assessed from the first single dose to 14 days of continuous daily administration.	Results	2
adverse event	OAE:0000001	78-91
cancer	DOID:162	123-129
Time frame: From first dose date to day 14	Results	3
time	PATO:0000165	0-4
day	UO:0000033	36-39
Results 1:	Results	4
Arm/Group Title: Neratinib 40 mg	Results	5
neratinib	CHEBI:61397	17-26
Arm/Group Description: Neratinb 40 mg qd	Results	6
Overall Number of Participants Analyzed: 3	Results	7
Measure Type: Count of Participants	Results	8
Unit of Measure: Participants  0   0.0%	Results	9
Results 2:	Results	10
Arm/Group Title: Neratinib 80 mg	Results	11
neratinib	CHEBI:61397	17-26
Arm/Group Description: Neratinib 80 mg qd	Results	12
neratinib	CHEBI:61397	23-32
Overall Number of Participants Analyzed: 4	Results	13
Measure Type: Count of Participants	Results	14
Unit of Measure: Participants  0   0.0%	Results	15
Adverse Events 1:	Adverse Events	0
Total: 3/3 (100.00%)	Adverse Events	1
Anaemia 1/3 (33.33%)	Adverse Events	2
Cardio-respiratory arrest 0/3 (0.00%)	Adverse Events	3
Tachycardia 1/3 (33.33%)	Adverse Events	4
tachycardia	HP:0001649	0-11
Papilloedema 0/3 (0.00%)	Adverse Events	5
Photophobia 0/3 (0.00%)	Adverse Events	6
photophobia	HP:0000613	0-11
Vitreous haemorrhage 0/3 (0.00%)	Adverse Events	7
Abdominal distension 0/3 (0.00%)	Adverse Events	8
Abdominal pain 0/3 (0.00%)	Adverse Events	9
abdominal pain	HP:0002027	0-14
Ascites 0/3 (0.00%)	Adverse Events	10
ascites	HP:0001541	0-7
Diarrhoea 0/3 (0.00%)	Adverse Events	11
Nausea 0/3 (0.00%)	Adverse Events	12
nausea	HP:0002018	0-6
Small intestinal obstruction 0/3 (0.00%)	Adverse Events	13
intestinal obstruction	HP:0005214,DOID:8437	6-28
Adverse Events 2:	Adverse Events	14
Total: 1/4 (25.00%)	Adverse Events	15
Anaemia 0/4 (0.00%)	Adverse Events	16
Cardio-respiratory arrest 0/4 (0.00%)	Adverse Events	17
Tachycardia 0/4 (0.00%)	Adverse Events	18
tachycardia	HP:0001649	0-11
Papilloedema 0/4 (0.00%)	Adverse Events	19
Photophobia 0/4 (0.00%)	Adverse Events	20
photophobia	HP:0000613	0-11
Vitreous haemorrhage 0/4 (0.00%)	Adverse Events	21
Abdominal distension 0/4 (0.00%)	Adverse Events	22
Abdominal pain 0/4 (0.00%)	Adverse Events	23
abdominal pain	HP:0002027	0-14
Ascites 0/4 (0.00%)	Adverse Events	24
ascites	HP:0001541	0-7
Diarrhoea 0/4 (0.00%)	Adverse Events	25
Nausea 0/4 (0.00%)	Adverse Events	26
nausea	HP:0002018	0-6
Small intestinal obstruction 0/4 (0.00%)	Adverse Events	27
intestinal obstruction	HP:0005214,DOID:8437	6-28
