INTERVENTION 1:	Intervention	0
Dose Level 1 Cohort - 5 x 10^11 Viral Particles (VP)	Intervention	1
x	LABO:0000148	24-25
Up to 6 patients will be enrolled on Dose Level 1. If 1 of 6 patients experience a dose limiting toxicity, initiation of the Dose Expansion phase will occur.	Intervention	2
ETBX-051; adenoviral brachyury vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year ETBX-061; adenoviral Mucin -1 (MUC1) vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year ETBX-011; adenoviral Carcinoembryonic antigen (CEA) vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year	Intervention	3
vaccine	VO:0000001	31-38
vaccine	VO:0000001	58-65
vaccine	VO:0000001	198-205
vaccine	VO:0000001	225-232
vaccine	VO:0000001	380-387
vaccine	VO:0000001	407-414
year	UO:0000036	156-160
year	UO:0000036	323-327
year	UO:0000036	505-509
antigen	CHEBI:59132	366-373
INTERVENTION 2:	Intervention	4
Expansion Cohort - 5 x 10^11 Viral Particles (VP)	Intervention	5
x	LABO:0000148	1-2
x	LABO:0000148	21-22
1 of 6 patients experienced a dose limiting toxicity on Dose Level 1, thus subjects were enrolled in a Dose Expansion phase.	Intervention	6
ETBX-051; adenoviral brachyury vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year ETBX-061; adenoviral Mucin -1 (MUC1) vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year ETBX-011; adenoviral Carcinoembryonic antigen (CEA) vaccine: immunotherapeutic vaccine administered subcutaneously every 3 weeks for 3 doses, and then every 8 weeks for up to a year	Intervention	7
vaccine	VO:0000001	31-38
vaccine	VO:0000001	58-65
vaccine	VO:0000001	198-205
vaccine	VO:0000001	225-232
vaccine	VO:0000001	380-387
vaccine	VO:0000001	407-414
year	UO:0000036	156-160
year	UO:0000036	323-327
year	UO:0000036	505-509
antigen	CHEBI:59132	366-373
INCLUSION CRITERIA:	Eligibility	0
Age greater than or equal to 18 years (male and female).	Eligibility	1
age	PATO:0000011	0-3
male	CHEBI:30780,PATO:0000384	39-43
male	CHEBI:30780,PATO:0000384	50-54
female	PATO:0000383	48-54
Ability to understand and provide signed informed consent that fulfills Institutional Review Board (IRB)'s guidelines.	Eligibility	2
Subjects with cytologically or histologically confirmed locally advanced or metastatic solid tumor malignancy.	Eligibility	3
Subjects must have completed or had disease progression on at least one prior line of disease-appropriate therapy or not be candidates for therapy of proven efficacy for their disease.	Eligibility	4
disease	DOID:4,OGMS:0000031	36-43
disease	DOID:4,OGMS:0000031	86-93
disease	DOID:4,OGMS:0000031	176-183
efficacy	BAO:0000656	157-165
Subjects may have measurable or non-measurable but evaluable. Subjects with surgically resected locally advanced or metastatic disease at high risk of relapse are also eligible.	Eligibility	5
disease	DOID:4,OGMS:0000031	127-134
Eastern Cooperative Oncology Group (ECOG) performance status less than or equal to 1.	Eligibility	6
group	CHEBI:24433	29-34
Subjects who have received prior carcinoembryonic antigen (CEA), mucin-1 (MUC1), and/or Brachyury-targeted immunotherapy (vaccine) are eligible for this trial if this treatment was discontinued at least 4 weeks prior to enrollment.	Eligibility	7
antigen	CHEBI:59132	50-57
vaccine	VO:0000001	122-129
Resolution of clinically significant side effects of prior chemotherapy, radiotherapy, immunotherapy or surgical procedures to National Cancer Institute (NCI) Common Terminology Criteria in Adverse Events (CTCAE) Grade less than or equal to 1 or grade less than or equal to 2 for neuropathy.	Eligibility	8
radiotherapy	OAE:0000235	73-85
cancer	DOID:162	136-142
neuropathy	DOID:870	280-290
Adequate hematologic function at screening, as follows:	Eligibility	9
function	BAO:0003117,BFO:0000034	21-29
Absolute neutrophil count (ANC) >= 1 x 10^9/L	Eligibility	10
x	LABO:0000148	37-38
Hemoglobin >= 9 g/dL	Eligibility	11
hemoglobin	CHEBI:35143	0-10
Platelets >= 75,000/mcL.	Eligibility	12
Adequate renal and hepatic function at screening, as follows:	Eligibility	13
function	BAO:0003117,BFO:0000034	27-35
