INTERVENTION 1:	Intervention	0
Placebo	Intervention	1
Subjects will be randomly selected to receive saline (placebo), administered to the breast area to cover the intercostal nerves supplying the breast tissue during surgery.	Intervention	2
breast	UBERON:0000310	84-90
breast	UBERON:0000310	142-148
area	PATO:0001323	91-95
tissue	UBERON:0000479	149-155
surgery	OAE:0000067	163-170
Saline: If randomized to this arm, subjects will receive an intraoperative injection of saline. (2.5 mg/ml)	Intervention	3
INTERVENTION 2:	Intervention	4
0.25 % Bupivacaine w/ Epinephrine & 4mg Dexamethasone	Intervention	5
bupivacaine	CHEBI:3215	7-18
dexamethasone	CHEBI:41879	40-53
Subjects will be randomly selected to receive selective block with a local anesthetic solution containing 0.25 % bupivacaine (2.5 mg/ml) with 1:100,000 epinephrine and 4 mg dexamethasone. The injection will be performed in certain locations of the breast area to cover the intercostal nerves supplying the breast tissue.	Intervention	6
solution	CHEBI:75958	86-94
bupivacaine	CHEBI:3215	113-124
dexamethasone	CHEBI:41879	173-186
breast	UBERON:0000310	248-254
breast	UBERON:0000310	306-312
area	PATO:0001323	255-259
tissue	UBERON:0000479	313-319
Subjects will be randomly selected to receive the local anesthetic solution containing 0.25 % bupivacaine (2.5 mg/ml) with 1:100,000 epinephrine and 4 mg dexamethasoneadministered to the breast area to cover the intercostal nerves supplying the breast tissue during surgery.	Intervention	7
solution	CHEBI:75958	67-75
bupivacaine	CHEBI:3215	94-105
breast	UBERON:0000310	187-193
breast	UBERON:0000310	245-251
area	PATO:0001323	194-198
tissue	UBERON:0000479	252-258
surgery	OAE:0000067	266-273
0.25 % bupivacaine (2.5 mg/ml) w/ 1:100,000 epinephrine & 4 mg dexamethasone: If randomized to this arm, subjects will receive a selective block with a local anesthetic solution containing 0.25 % bupivacaine.	Intervention	8
bupivacaine	CHEBI:3215	7-18
bupivacaine	CHEBI:3215	196-207
dexamethasone	CHEBI:41879	63-76
solution	CHEBI:75958	169-177
(2.5 mg/ml) with 1:100,000 epinephrine and 4 mg dexamethasone intraoperatively.	Intervention	9
dexamethasone	CHEBI:41879	48-61
Inclusion Criteria:	Eligibility	0
Patients who undergo mastectomy surgery with immediate reconstruction involving insertion of a tissue expander performed by the principal investigator beginning from the time of study approval until study enrollment is complete.	Eligibility	1
surgery	OAE:0000067	32-39
tissue	UBERON:0000479	95-101
